id,title,description,issued,modified,publisher
https://datos.madrid.es/egob/catalogo/201132-0-museos,Museos de la ciudad de Madrid,"Relación de los museos de la ciudad de Madrid, de titularidad tanto pública como privada, incluyendo su descripción, datos de localización, medios de transporte cercanos, horario, datos de contacto, página web o coordenadas para su georreferenciación. Se incluyen los Museos Municipales del Ayuntamiento de Madrid, relacionados en el siguiente enlace:  www.madrid.es/museos  y a los que se puede seguir a través de las siguientes redes sociales:   - Twitter:  @museos demadrid  - YouTube:  https://www.youtube.com/channel/UCa-23HjOPgxgd842RUFml0A      Fuente:     www.madrid.es","mar, 11 mar 2014 23:00:00 GMT+0000","vie, 22 ago 2025 22:55:39 GMT+0000",http://datos.gob.es/recurso/sector-publico/org/Organismo/L01280796
https://datos.madrid.es/egob/catalogo/200761-0-parques-jardines,Principales parques y jardines municipales,"Madrid ofrece un patrimonio verde de excepcional extensión y diversidad (más de 6.000 hectáreas, que suponen más de 18 metros cuadrados de parques y zonas verdes públicas por habitante de la ciudad).   La relación siguiente corresponde a los principales parques y zonas verdes de Madrid cuya conservación corresponde al Ayuntamiento de Madrid, con sus características detalladas. En el listado se incluyen tanto jardines y pequeñas zonas verdes, como los clasificados como parques históricos, singulares o forestales, así como las rosaledas y colecciones botánicas. Conviene aclarar que esta información corresponde a los parques y jardines más significativos de cada distrito, pero no a todas las zonas verdes, ya que existen también multitud de pequeños espacios verdes, medianas, rotondas, isletas, etc. que no están descritos en esta relación.    A través del Portal de Visualizaciones ' Visualiza Madrid con Datos Abiertos' , el Ayuntamiento de Madrid pone a tu disposición una visualización acerca del Catálogo de Datos Abiertos del Ayuntamiento de Madrid, en la que se muestran datos sobre los principales parques y jardines municipales.          Acceder a la visualización       Fuente:     www.madrid.es","mar, 11 mar 2014 23:00:00 GMT+0000","vie, 22 ago 2025 22:55:39 GMT+0000",http://datos.gob.es/recurso/sector-publico/org/Organismo/L01280796
https://datos.madrid.es/egob/catalogo/201105-0-informacion-turismo,Puntos de información turística,"Recopila información de los puntos de información turística de la ciudad de Madrid que están publicados en el portal institucional madrid.es.   En la información de cada espacio, incluye información (si está disponible) sobre:     el horario   los equipamientos de que dispone y/o los servicios que presta   su dirección completa (incluyendo calle,  distrito, barrio, código postal y coordenadas geográficas)   los medios de transporte más cercanos disponibles (Bus, metro, Bicimad y Renfe)   teléfono   el correo electrónico   la dirección web donde está publicada en madrid.es para su consulta en un formato más amigable.            Importante: La información proporcionada puede no ser exhaustiva, es la disponible actualmente en madrid.es.    Fuente:  www.madrid.es .","mar, 11 mar 2014 23:00:00 GMT+0000","vie, 22 ago 2025 22:55:39 GMT+0000",http://datos.gob.es/recurso/sector-publico/org/Organismo/L01280796
https://datos.madrid.es/egob/catalogo/200284-0-puntos-limpios-fijos,Puntos limpios fijos,"Información de datos, ubicación, características,  horarios , coordenadas de localización y servicios de los distintos  puntos limpios fijos municipales  de la ciudad de Madrid.    En la ciudad de Madrid, aparte de estos puntos, también existen los siguientes para favorecer el reciclaje:        Puntos limpios móviles       Puntos limpios de proximidad       Contenedores de ropa autorizados del Ayuntamiento de Madrid       Contenedores de aceite vegetal usado       Contenedores de pilas en marquesinas de autobús       Contenedores de papel-cartón, vidrio, envases, orgánica y restos        También es muy interesante este otro conjunto de datos relacionado:        Tipos de residuos y dónde depositarlos       Revise horarios y dias disponibles, antes de acercarse a uno de ellos.   También puede  consultar la relación existente  en la web municipal  www.madrid.es  para ver la ficha asociada a cada instalación.    Fuente:  www.madrid.es .","mar, 11 mar 2014 23:00:00 GMT+0000","vie, 22 ago 2025 22:55:39 GMT+0000",http://datos.gob.es/recurso/sector-publico/org/Organismo/L01280796
https://datos.madrid.es/egob/catalogo/202311-0-colegios-publicos,Colegios Públicos de Madrid,"Recopila información de los colegios públicos de la ciudad de Madrid publicados en el portal institucional Madrid.es   En la información de cada espacio, incluye información (si está disponible) sobre:     el horario   los equipamientos de que dispone y/o los servicios que presta   su dirección completa (incluyendo calle,  distrito, barrio, código postal y coordenadas geográficas)   los medios de transporte más cercanos disponibles (Bus, metro, Bicimad y Renfe)   teléfono   el correo electrónico   la dirección web donde está publicada en madrid.es para su consulta en un formato más amigable.            Importante: La información proporcionada puede no ser exhaustiva, es la disponible actualmente en madrid.es.         Fuente:  www.madrid.es","mar, 11 mar 2014 23:00:00 GMT+0000","vie, 22 ago 2025 22:55:37 GMT+0000",http://datos.gob.es/recurso/sector-publico/org/Organismo/L01280796
https://datos.madrid.es/egob/catalogo/202318-0-escuelas-infantiles,Escuelas Infantiles Municipales,"Las escuelas infantiles municipales son centros de titularidad del Ayuntamiento de Madrid, integrados en una red municipal propia, cuyo objetivo fundamental es mejorar la calidad de la educación en la primera infancia.   Son centros dirigidos a alumnas y alumnos del primer ciclo de Educación Infantil (niñas y niños entre los 4 meses y 3 años de edad)    Calendario escolar y horario:      Abiertos once meses al año. Cerrado el mes de agosto.   El horario general es de 9:00 a 16:00 horas.   Posibilidad de horario ampliado desde las 7:30 hasta las 17:30 horas.     Se proporcionan datos de:     ubicación   contacto   transporte   coordenadas para su localización sobre plano   servicios que se proporcionan     También puede  consultar la relación existente  en la web municipal  www.madrid.es  para ver la ficha asociada a cada centro.   A través del Portal de Visualizaciones ' Visualiza Madrid con Datos Abiertos' , el Ayuntamiento de Madrid pone a tu disposición una visualización acerca del Catálogo de Datos Abiertos del Ayuntamiento de Madrid, en la que se muestran datos sobre Escuelas Infantiles Municipales.           Acceder a la visualización      Fuente:  www.madrid.es","mar, 11 mar 2014 23:00:00 GMT+0000","vie, 22 ago 2025 22:55:37 GMT+0000",http://datos.gob.es/recurso/sector-publico/org/Organismo/L01280796
https://datos.madrid.es/egob/catalogo/202162-0-instalaciones-accesibles-municip,Instalaciones accesibles municipales,"Recopila información de todas aquellas instalaciones accesibles municipales de la ciudad y que están publicadas en el portal institucional madrid.es.    En la información de cada espacio, incluye información (si está disponible) sobre:     el horario   los equipamientos de que dispone y/o los servicios que presta   su dirección completa (incluyendo calle,  distrito, barrio, código postal y coordenadas geográficas)   los medios de transporte más cercanos disponibles (Bus, metro, Bicimad y Renfe)   teléfono   el correo electrónico   la dirección web donde está publicada en madrid.es para su consulta en un formato más amigable.            Importante: La información proporcionada puede no ser exhaustiva, es la disponible actualmente en madrid.es.     Fuente:  www.madrid.es","mar, 11 mar 2014 23:00:00 GMT+0000","vie, 22 ago 2025 22:55:37 GMT+0000",http://datos.gob.es/recurso/sector-publico/org/Organismo/L01280796
https://datos.madrid.es/egob/catalogo/202180-0-instalaciones-accesibles-no-muni,Instalaciones accesibles no municipales,"Recopila información de todas aquellas instalaciones accesibles no municipales de la ciudad de las que posee conocimiento expreso el Ayuntamiento de Madrid y que están publicadas en el portal institucional madrid.es.    Incluye, entre otras, información sobre:   -          Ministerios   -          Oficinas de correos   -          Centros de enseñanza y universidades   -          Centros de día y residenciales   -          Museos   -          Espacios de ocio       En la información de cada espacio, incluye información (si está disponible) sobre:     el horario   los equipamientos de que dispone y/o los servicios que presta   su dirección completa (incluyendo calle,  distrito, barrio, código postal y coordenadas geográficas)   los medios de transporte más cercanos disponibles (Bus, metro, Bicimad y Renfe)   teléfono   el correo electrónico   la dirección web donde está publicada en madrid.es para su consulta en un formato más amigable.            Importante: La información proporcionada puede no ser exhaustiva, es la disponible actualmente en madrid.es.     Fuente:  www.madrid.es","mar, 11 mar 2014 23:00:00 GMT+0000","vie, 22 ago 2025 22:55:37 GMT+0000",http://datos.gob.es/recurso/sector-publico/org/Organismo/L01280796
https://datos.madrid.es/egob/catalogo/201544-0-centros-salud,Madrid Salud. Relación de centros municipales,"Centros de Salud Municipales   Centros de Atención a Drogodependencias   Centros especializados   Centros monográficos     Datos de ubicación, transporte, contacto, horario y servicios. Referencias a Barrios y Distritos de ubicación del centro y su área de influencia de servicios.       Fuente:     www.madrid.es","mar, 11 mar 2014 23:00:00 GMT+0000","vie, 22 ago 2025 22:55:37 GMT+0000",http://datos.gob.es/recurso/sector-publico/org/Organismo/L01280796
https://datos.madrid.es/egob/catalogo/202105-0-mercadillos,Mercadillos en la vía pública,"Mercadillos municipales en vía pública. Ubicación, fechas y horario de celebración.   A través del Portal de Visualizaciones ' Visualiza Madrid con Datos Abiertos' , el Ayuntamiento de Madrid pone a tu disposición una visualización acerca del Catálogo de Datos Abiertos del Ayuntamiento de Madrid, en la que se muestran datos sobre Mercadillos en la vía pública.          Acceder a la visualización            Fuente:     www.madrid.es","mar, 11 mar 2014 23:00:00 GMT+0000","vie, 22 ago 2025 22:55:37 GMT+0000",http://datos.gob.es/recurso/sector-publico/org/Organismo/L01280796
https://datos.madrid.es/egob/catalogo/202923-0-oficinas-omic,Oficina Municipal de Información al Consumidor,"Fichero de datos en el que se incluyen las direcciones y datos de contacto de la Oficina Municipal de Información al Consumidor (OMIC) del Ayuntamiento de Madrid. Este servicio cuenta con 22 oficinas de atención, una sede central y 21 oficinas de distrito.   La OMIC ofrece a la ciudadanía información y orientación personalizada en materia de consumo: Actualmente se accede a este servicio a través del sistema corporativo de cita previa del Ayuntamiento de Madrid.   Se ocupa también de la gestión de las reclamaciones presentadas por las personas consumidoras, buscando a través e la intermediación con las empresas reclamadas una solución amistosa a los conflictos o controversias surgidos en la compra de bienes y la contratación de servicios y suministros.   Puede encontrar información sobre este servicio, trámites, procedimientos, así como información general en materia de consumo, a través del espacio dedicado a la OMIC en  www.madrid.es/consumo . Aquí también puede consultar un extenso y variado conjunto de contenidos divulgativos sobre consumo, relativos a sectores tan variados como el transporte, los viajes, la vivienda, la compra on-line, los suministros del hogar, las reparaciones domésticas, los servicios bancarios, la telefonía, etc.       Fuente:     www.madrid.es","mar, 11 mar 2014 23:00:00 GMT+0000","vie, 22 ago 2025 22:55:37 GMT+0000",http://datos.gob.es/recurso/sector-publico/org/Organismo/L01280796
https://datos.madrid.es/egob/catalogo/202139-0-oficinas-registro,Oficinas de registro,"Las oficinas de registro del ayuntamiento de Madrid están facultadas para recoger escritos dirigidos a cualquier órgano administrativo, ya sea de la Administración General del Estado, de la administración autonómica o de la administración local.   Estos registros municipales se encuentran en:     Áreas de gobierno y Tribunal Económico-Administrativo   Oficinas de atención integral al contribuyente   Oficinas de Línea Madrid   Agencias y organismos autónomos municipales     Se relacionan los 47 puntos que conforman la red de registro municipal, aportando datos de:      dirección   contacto   horarios   transportes   servicios (idiomas, accesibilidad,  etc .)   coordenadas para su localización sobre plano     También puede  consultar la relación existente  en la web municipal  www.madrid.es  para ver la ficha asociada a cada oficina.      Fuente:     www.madrid.es","mar, 11 mar 2014 23:00:00 GMT+0000","vie, 22 ago 2025 22:55:37 GMT+0000",http://datos.gob.es/recurso/sector-publico/org/Organismo/L01280796
https://datos.madrid.es/egob/catalogo/203166-0-universidades-educacion,"Universidades, colegios mayores, residencias universitarias y otros","Recopila información de centros de centros educativos, públicos y privados, que ofrecen formación universitaria en la ciudad de Madrid que están publicados en el portal institucional Madird.es. Incluye campus o centros ubicados fuera de la ciudad pero cuya sede central si está en Madrid.   Incluye, entre otras, información sobre:     Facultades   Escuelas universitarias   Colegios Mayores   Residencias universitarias   Centros de enseñanza superior         En la información de cada espacio, incluye información (si está disponible) sobre:     el horario   los equipamientos de que dispone y/o los servicios que presta   su dirección completa (incluyendo calle,  distrito, barrio, código postal y coordenadas geográficas)   los medios de transporte más cercanos disponibles (Bus, metro, Bicimad y Renfe)   teléfono   el correo electrónico   la dirección web donde está publicada en madrid.es para su consulta en un formato más amigable.            Importante: La información proporcionada puede no ser exhaustiva, es la disponible actualmente en madrid.es.    Fuente:  www.madrid.es","mar, 11 mar 2014 23:00:00 GMT+0000","vie, 22 ago 2025 22:55:37 GMT+0000",http://datos.gob.es/recurso/sector-publico/org/Organismo/L01280796
https://datos.madrid.es/egob/catalogo/206974-0-agenda-eventos-culturales-100,Actividades Culturales y de Ocio Municipal en los próximos 100 días,"Relación de actividades de carácter cultural y de ocio, que se van a celebrar en los próximos 100 días y/o que se están celebrando, en centros  Municipales . Podrá encontrar así las actividades de Centros Culturales, Socioculturales, Centros Juveniles, Bibliotecas, Centros de Mayores, Museos, Juntas de Distrito, etc.   En este Portal, existen otros conjuntos de datos donde puede ver la relación de los diversos centros anteriores.     Tenga en cuenta que hay ciertas actividades que aunque son gratuitas  , requieren inscripción previa. En el campo 'CONTENT-URL',   esta la url donde puede obtener información adicional de la actividad y donde se especifica si se requiere inscripción y como realizarla  . Hay otras actividades, que si tienen un coste asociado,   igualmente tiene la información en la url anterior.     En  el apartado 'Documentación asociada', hay un documento con la estructura del fichero y  las recomendaciones y/o advertencias, que le permitirá usar y comprender mejor los datos.      Fuente:  www.madrid.es","lun, 23 jun 2014 22:00:00 GMT+0000","vie, 22 ago 2025 22:55:36 GMT+0000",http://datos.gob.es/recurso/sector-publico/org/Organismo/L01280796
https://datos.madrid.es/egob/catalogo/206717-0-agenda-eventos-bibliotecas,Actividades gratuitas en Bibliotecas Municipales en los próximos 60 días,"Relación de actividades de carácter gratuito, para público infantil y adulto, desarrolladas por las siguientes instituciones de titularidad municipal: la red de Bibliotecas Públicas, la Biblioteca Histórica, la Biblioteca Musical Víctor Espinós, la Hemeroteca y la Imprenta. Se presentan las actividades de los próximos 60 dias.   La oferta anual de actividades en la red de Bibliotecas Municipales en 2014 fue de 5.945 actividades y contó con la participación de 96.354 asistentes.    Tenga en cuenta que hay ciertas actividades que aunque son gratuitas, requieren inscripción previa. En el campo 'CONTENT-URL', esta la url donde puede obtener información adicional de la actividad y donde se especifica si se requiere inscripción y como realizarla.        Existen en el Portal otros 3 conjuntos de datos, que se encuentran relacionados con este como son:      Bibliotecas y bibliobuses en la ciudad de Madrid     Bibliotecas municipales: Catálogo     Bibliotecas Municipales: Préstamos Activos      Sigue a Bibliotecas del Ayuntamiento de Madrid en Redes sociales en:     Twitter:  @bpmmadrid     Facebook:  https://www.facebook.com/bpmmadrid    YouTube:  https://www.youtube.com/user/bpmmadrid    Instagram:  https://www.instagram.com/bpm_madrid      A través del Portal de Visualizaciones ' Visualiza Madrid con Datos Abiertos' , el Ayuntamiento de Madrid pone a tu disposición una visualización realizada con datos abiertos de Bibliotecas.          Acceder a la visualización de Actividades gratuitas en Bibliotecas Municipales en los próximos 60 días      Fuente:  www.madrid.es","lun, 26 may 2014 22:00:00 GMT+0000","vie, 22 ago 2025 22:55:36 GMT+0000",http://datos.gob.es/recurso/sector-publico/org/Organismo/L01280796
